CommentOwnerId,PostOwnerId,Weight
100269,71297,1
92131,92131,1
73930,98492,1
98492,98492,1
58822,98492,1
84891,98492,1
62846,87185,1
58341,100533,1
100533,100533,1
91781,91781,1
58822,91781,1
98614,100574,1
100592,98614,3
76754,100643,1
50451,84576,1
100655,58488,1
58341,99207,1
99207,99207,2
29575,99207,1
98386,98386,1
100676,100676,1
58341,100676,1
98410,98410,1
76754,100573,3
100573,100573,8
58341,85131,1
96574,58341,1
99684,78397,1
96312,99684,3
99684,99684,4
65131,100734,2
100734,100734,3
96237,91465,4
79227,87000,1
87000,87000,3
99684,87000,4
74166,74166,4
82771,82771,2
100857,100857,2
100269,100598,1
100807,65655,2
33978,64973,2
100034,50727,1
68968,68968,2
100269,100583,4
100583,100583,1
50534,83770,1
100866,100866,1
33551,96481,2
96481,96481,2
100919,79227,2
71297,100928,2
100928,100928,1
100724,58341,5
100979,79844,1
100351,1330,1
87646,98775,1
204,47376,1
98414,93885,1
46200,47376,1
82771,79227,1
100971,50727,4
42940,55122,1
87059,64096,2
64096,64096,6
64895,64895,1
98614,60742,1
101051,90576,1
96941,96977,1
47466,64096,1
37184,91826,1
29587,101147,1
101147,101147,1
99909,91826,2
64377,101151,1
99139,85247,1
85247,85247,1
100408,100754,1
100754,100754,1
101195,101195,1
95286,75152,1
99102,84891,1
101228,101228,2
70238,66117,1
37706,37706,1
98614,101251,1
101251,101251,2
8752,101251,1
64377,101251,1
73930,101251,1
87763,56162,1
100304,20492,1
84891,91724,1
100269,31610,2
100269,68068,1
85786,85786,1
101256,100269,1
47376,87239,1
100269,101334,1
100269,91826,2
100892,76754,2
91826,57237,1
32804,98969,2
91724,95304,2
33551,96574,2
0,96815,1
8479,100905,1
91724,90489,1
73930,68827,1
83770,75157,3
33551,101468,1
57130,101468,1
101495,33551,3
58341,68987,1
34269,68212,4
68212,68212,3
78674,100360,1
100360,100360,1
101380,58341,2
101234,99078,1
87046,87046,1
64377,93608,1
101560,101560,1
84891,101586,1
101586,101586,2
65131,99895,1
83540,97653,3
68025,50727,2
102614,101580,2
78102,100269,1
101380,101380,2
101203,99065,1
102657,102657,1
47376,54754,1
54754,54754,1
16613,35644,1
35644,52994,1
35644,99885,1
76754,102687,2
102687,102687,1
3586,3580,1
102715,102715,5
98614,102713,2
102713,102713,2
102701,70066,1
82771,50727,1
102751,102751,1
102751,98614,1
69478,99063,2
98614,97847,1
97847,97847,1
64377,70478,1
69478,13736,1
13736,69478,1
102774,102774,1
102816,1330,1
29169,16971,1
27634,102816,1
102816,102816,1
43476,70066,1
63054,56714,1
102713,98614,1
76754,100066,1
100066,100066,1
102774,102852,1
27634,33551,1
96815,47376,1
65823,69478,1
68025,99258,1
102958,64377,1
101427,58341,1
87292,98614,1
42378,9011,1
70656,33551,2
57835,57835,5
86339,103096,1
103096,103096,1
64377,91043,1
73930,103120,1
98614,103120,1
103120,103120,1
8552,13518,2
103144,101580,4
98121,58341,2
98121,101341,1
99838,65823,1
65823,65823,4
18632,65823,2
101580,98614,1
65823,18632,2
18632,18632,1
37879,84461,1
84461,84461,1
1156,103167,1
98121,47376,1
103173,70066,1
49456,102819,1
80885,93862,1
75428,102614,1
98614,102614,1
102614,102614,3
58341,80885,1
54205,102852,1
73930,103297,2
103297,103297,1
91724,103297,1
70066,103306,1
103306,103306,1
98919,83791,3
8552,100794,1
70066,103347,1
8552,103358,2
103358,103358,2
97738,97738,3
85786,98121,1
10640,103315,1
83473,99139,1
101157,102942,1
101157,98775,1
49700,100269,1
103233,70066,1
75252,75252,3
23235,45799,1
92050,91738,1
103315,836,1
102948,102948,2
8552,82999,1
103518,103518,1
62641,103527,1
92285,98614,3
103157,98121,1
98565,14145,1
100269,53694,4
53694,53694,2
98127,103571,1
103571,103571,1
8878,61948,1
103652,103652,1
69725,69725,1
99185,61690,1
71297,74397,1
100269,45799,1
101580,96033,1
71297,86244,1
8552,91466,2
91466,91466,2
69478,91466,1
8552,61362,1
98562,80599,1
80361,84891,1
83283,67135,1
103737,80599,1
8552,69478,1
100700,69478,1
8552,100700,1
71442,75004,1
75004,75004,1
80599,103866,1
103866,71442,1
103603,103603,1
103857,73930,5
71442,102942,1
79833,42515,1
14560,103937,1
103937,103937,1
64377,103907,1
74397,98786,1
100067,103857,1
98786,83791,1
86182,69478,1
103965,103965,1
65153,103997,2
103997,103997,1
100687,23305,1
92050,103857,1
103984,103857,1
91700,69800,1
37363,68619,2
103963,103963,2
103769,104021,1
104021,104021,2
71442,103866,2
103866,103866,3
76754,103866,1
71442,80152,1
80152,80152,1
64377,80152,1
33551,104065,1
71442,104073,2
104073,104073,1
47376,104075,1
80152,64377,4
73930,93846,1
52601,19161,1
79934,86775,1
86775,86775,1
94457,84229,1
33551,68494,1
68494,68494,1
100895,94457,1
68494,84576,1
100895,64377,1
104016,104016,1
67931,67328,1
104209,92050,1
104143,94457,1
73930,65398,1
53648,69478,1
98127,44188,1
44188,44188,1
74599,104243,1
104258,50739,1
83663,85521,2
54096,85521,2
70626,33551,1
62318,62318,3
104286,104286,1
104286,33551,1
104309,32530,3
32530,32530,3
99139,32530,1
71442,44139,2
104335,44139,1
7730,64377,1
73930,97227,1
71442,104365,1
76754,50331,1
103347,54096,2
11061,41929,1
76754,104403,1
104403,94457,1
104418,104418,1
71442,71867,1
71867,71867,2
104143,71867,1
57727,71797,1
98414,104443,3
69478,104443,3
101380,98414,4
101580,97227,2
104079,47376,3
103857,55110,1
61843,74960,1
58341,86339,2
99648,92050,1
90217,86339,2
75157,103774,1
103774,103774,2
71952,98614,3
104515,11061,3
50534,104403,3
104403,104403,2
104403,50534,2
89478,102768,1
104592,104592,2
97227,92532,1
98414,89478,2
89478,89478,1
99838,102768,1
3314,58341,3
104638,73259,1
89795,92050,1
104635,33551,1
54717,54717,1
104392,104498,2
104392,98127,1
101318,58341,1
98414,104371,3
104371,104371,4
104432,104432,2
101424,101424,1
101270,101270,2
10640,101270,1
85392,102768,3
102768,100122,2
100122,100122,6
58341,100122,1
33467,836,5
98614,104742,1
101424,86339,2
104429,104429,3
98127,104626,1
89545,104429,2
64377,102614,1
102614,64377,2
104626,104104,6
89545,98121,1
26525,90217,1
85392,98121,1
28175,98121,1
85392,9420,2
98121,9420,2
102913,103774,1
104802,92050,1
101580,103849,2
103849,103849,1
98127,100122,2
98121,96924,1
33551,77360,1
104005,104826,2
104926,104926,2
104906,104832,1
35644,94982,1
103697,103697,2
55122,69197,1
86339,58341,1
104392,101318,2
101318,101318,1
104498,104972,1
104498,105004,1
104732,104732,1
104104,98127,1
57148,24651,1
14560,98535,1
90217,33551,1
90951,98414,1
1330,98402,1
43000,99648,2
104850,14675,1
92050,92285,3
97514,99176,1
99176,99176,2
92050,102913,1
104959,104959,7
33551,105140,1
86325,93674,2
93674,93674,1
43000,93674,1
40326,15430,1
105171,57148,1
105134,64377,1
33551,73413,1
105207,105207,2
47826,91528,1
43000,103984,1
43000,79310,1
98127,98127,1
98414,105152,2
104498,75738,1
70066,83895,1
105259,105259,1
105252,101580,1
105252,64377,2
13087,55122,1
77019,37977,1
37977,37977,1
37184,29430,1
105282,101337,3
101337,105282,1
87239,87239,1
8878,87239,1
105096,105096,1
99648,74397,1
105458,105458,1
1330,105458,1
73930,95425,1
95425,95425,1
68908,23305,1
105510,104626,1
104626,105505,1
58341,105491,2
105491,105491,1
99252,47134,1
47134,47134,1
105522,71442,1
105445,98414,1
98414,8560,1
105592,74855,1
101261,101261,2
80221,50727,2
73930,105639,1
105639,105639,1
76754,105639,1
71442,105639,1
11061,64377,1
64377,105657,1
95286,105607,1
105607,105607,1
105722,101580,2
55122,92050,2
45799,105657,1
105657,105657,1
11061,105657,1
86970,86970,2
70066,86970,1
101580,86970,1
47134,10814,1
89692,89692,1
101580,105781,1
105772,33551,3
90256,55122,1
73930,94457,1
105781,64377,5
105819,105819,1
62938,80862,2
51836,80862,2
11061,96922,1
105863,105863,1
37626,105863,1
73441,37626,1
105734,105734,1
59825,14675,4
66022,14675,1
87028,33551,1
86594,1330,2
92182,64377,2
43000,64377,1
37626,70393,1
73930,103306,1
71442,103306,1
98414,65807,1
30635,105948,1
33551,105948,1
86339,103563,1
55122,103984,2
104436,104436,1
101337,105432,2
105432,105432,3
96208,96208,1
78563,37626,1
35644,101337,1
76955,43000,1
1330,50727,1
96612,43000,3
87239,104161,2
104626,41692,1
104538,104538,1
98795,98795,2
104538,64377,1
88079,69478,1
106176,104161,1
101580,86599,1
80770,80770,4
54096,4871,2
4871,4871,2
303,63443,1
63443,63443,1
303,30359,1
64377,91640,1
8752,96922,2
106276,103857,1
96922,106133,1
106304,106224,3
104872,104872,4
106095,106095,1
96312,52291,1
1330,96209,1
43000,106339,1
106339,106339,1
55122,106339,2
82999,82999,1
104872,303,2
91640,106224,1
105216,106383,2
106383,106383,2
32240,99139,1
62641,106133,1
42243,42243,1
106224,106388,1
106388,106388,1
106106,106321,1
106426,106426,1
73734,67328,2
90220,84891,1
102852,106492,1
106492,106492,1
1330,105679,1
71952,64377,1
71442,106461,2
15756,15756,1
96961,96961,1
62282,99139,1
62282,98121,1
66595,1330,1
13023,94484,1
73930,104523,1
43000,75897,3
88181,88181,1
8116,64876,1
92532,64377,1
64876,58341,1
43000,39738,1
66855,106183,1
106729,106729,2
98121,96849,1
73930,80860,1
106753,106753,1
59975,33670,1
107650,33670,1
106736,12954,1
106808,104161,2
96312,96924,1
106799,106799,2
28175,106830,2
106830,106830,2
106830,80885,3
105173,14675,2
303,24663,1
106732,106800,1
106800,106800,1
96924,106851,1
106851,106851,2
303,41692,1
14675,52409,1
106855,80885,2
44560,80885,1
43000,52601,2
106856,80885,1
90951,96209,1
76968,43000,2
25778,25778,1
106224,25778,1
55122,76968,2
63995,106887,1
106887,106887,1
106501,1330,1
106732,105031,1
74421,106376,1
106376,106376,4
45166,76801,1
64377,106901,2
106901,106901,1
55122,106901,1
106905,106905,1
91700,106732,3
106732,106960,1
106960,106960,1
98121,106732,2
13023,106974,1
98121,107004,4
107004,107004,1
28175,51858,1
107034,106732,1
10640,49685,1
107036,107036,1
30635,106788,3
94247,107099,1
303,94254,1
56346,56346,1
106732,89639,1
86339,70393,2
303,70393,1
83791,64377,1
107210,64377,1
107203,107203,1
55122,107206,1
73930,107202,1
107202,107202,1
64377,101032,2
101032,101032,1
107250,107250,2
87923,68260,1
107163,107163,1
64377,101261,2
107185,80885,1
107115,86339,1
64377,107337,1
107337,107337,1
75152,106647,1
64377,57148,1
39501,107395,1
80430,107395,2
0,85641,3
85641,85641,2
303,14240,1
60710,47376,1
43122,43122,1
106763,106763,3
30776,30776,1
104247,104247,1
42424,107466,2
107466,107466,3
29169,74855,1
68260,74855,1
69478,107529,1
37510,80885,1
95286,70546,1
107383,105299,1
71442,107581,1
91015,45264,1
107503,107506,1
85786,99503,2
106358,70393,1
70393,86339,2
68023,107612,1
107612,107612,1
75152,107661,2
107661,107661,1
90951,104624,1
107696,107696,1
37059,52196,2
52196,52196,1
89328,89328,3
64377,107089,1
64377,77153,1
1330,76265,1
13165,14994,1
100270,96215,1
107760,107507,1
80868,61554,1
84576,61554,1
96900,96900,2
14675,107782,1
107782,107782,3
104860,106358,2
107840,107507,3
55122,107815,1
84121,86339,1
106732,100724,1
100724,100724,1
58341,107782,1
107886,107886,1
61554,14675,2
61554,86339,1
73930,107911,4
74397,107911,3
107911,107911,2
107909,107909,1
105664,106358,1
106358,106358,3
73930,107935,1
107935,107935,1
107899,107899,1
104148,47376,1
108018,106884,1
106884,106884,1
107292,105299,2
107980,107980,1
88913,58341,1
64377,108058,4
108058,108058,2
57493,75428,1
58341,107292,1
64377,61522,2
90149,47376,2
108115,69493,1
303,13648,1
108047,101337,6
98217,40805,1
64377,108094,2
108094,108094,1
96612,34269,2
43000,34269,1
14675,23710,1
29169,97018,2
97018,97018,3
107888,64377,1
88142,88142,3
105406,106358,3
108098,84626,1
14675,59825,1
75897,107439,1
64377,107439,1
108173,108173,1
13727,108216,1
14675,21254,1
108288,74649,1
64377,6488,1
96924,45264,1
97501,97501,1
108323,108323,1
64377,107660,1
107660,107660,1
14675,108339,1
108359,108359,3
96924,108359,1
64377,88917,2
88917,88917,1
96924,108350,1
96924,108330,1
102948,108388,1
101337,108047,1
21,97,1
0,97,1
50468,97,1
471,84,1
9237,84,1
92,14,1
554,14,1
1155,14,1
3571,14,3
158,178,3
115,199,1
70,199,1
200,70,1
173,212,2
92,173,2
173,92,1
118,227,1
173,97,1
227,97,1
297,108,1
318,227,1
339,21,3
403,26,1
413,59,1
434,82,1
533,478,1
434,478,1
386,403,1
386,434,1
62,386,1
21,534,1
122,609,2
0,434,1
471,791,1
762,735,2
457,554,1
434,386,2
886,178,1
515,890,1
548,890,6
816,172,1
24837,172,1
910,122,1
836,122,3
343,122,1
913,241,2
839,609,1
322,84,2
869,84,6
6478,84,1
27432,84,1
886,403,1
178,994,1
957,59,1
941,548,1
59446,548,1
381,1015,1
960,984,1
1085,289,1
886,968,1
14904,968,1
322,1131,1
984,1131,1
1138,941,2
58339,322,1
1155,1085,2
237,434,1
2723,917,2
1193,490,2
1085,1207,1
836,1085,2
1230,474,1
1193,548,1
989,1085,1
24,754,1
13901,843,1
1155,1235,1
1315,984,3
24931,984,1
84712,1279,1
1006,1097,1
322,1097,1
1367,974,1
1156,974,1
869,1301,1
1279,199,1
10519,989,1
14617,989,1
40422,989,1
375,1386,1
906,1301,1
548,984,1
119,984,1
23437,984,1
33504,984,1
979,434,1
791,609,1
13686,2452,1
66873,2452,1
989,325,1
21,2507,1
1279,2614,2
21,2614,1
28454,2614,1
21,921,1
984,192,1
2643,548,1
1163,906,1
836,1163,1
0,95,1
2452,95,1
471,1192,1
2532,366,1
471,2711,2
2702,325,1
1241,2653,1
38714,2653,1
2781,1279,1
97,802,1
676,1273,2
375,2533,1
802,2792,1
1156,2792,1
2978,2792,1
21,2850,1
2878,1279,2
21,434,1
2781,2913,1
21,2949,1
1237,989,1
9722,816,1
26019,816,2
61832,816,1
2969,2972,2
1241,1237,1
1256,1237,1
0,2979,2
21,2853,2
609,3030,1
21,3047,1
92,3044,1
21,3097,1
403,3050,2
375,870,1
21,3128,1
2452,3128,1
1256,3203,1
1399,3211,1
15955,3211,1
609,1279,4
3178,3152,1
21,3279,1
95,3284,1
3445,3284,1
2723,3263,1
3457,3263,1
1138,97,1
1156,3328,1
723,3328,2
7980,3328,1
0,3328,1
0,1256,1
836,3390,1
322,3390,3
8437,3390,1
32235,3433,1
964,1279,2
2452,3400,1
3410,890,1
3459,21,1
609,21,1
14031,21,1
2853,3482,1
2969,3539,1
21,3530,1
3571,3550,1
381,3466,4
1138,92,1
1399,4668,1
381,3615,1
21,4705,1
1279,4705,1
0,4705,1
21,3577,1
4719,381,3
21,4794,1
21,4800,1
1367,4800,1
0,2475,1
4834,3281,1
4808,723,1
82,3430,1
0,4956,1
1241,2576,4
1165,5021,1
4766,5004,1
21,5027,1
5075,847,3
21,5077,1
819,5077,1
1156,847,2
506,847,1
1301,847,1
4621,NULL,2
847,5113,1
5091,5043,1
836,1279,1
2544,1279,1
0,5126,1
5126,5133,1
381,5091,7
847,5143,1
21,5099,1
3436,5170,1
381,5227,1
802,4621,2
3466,5043,2
2647,2723,1
5172,21,1
381,21,1
836,1131,2
5370,3466,1
5043,819,1
5316,2452,1
4621,6391,1
381,2742,3
3466,1048,1
84,5342,1
40484,6451,1
21,3504,1
2452,6469,1
3132,6536,1
2752,6536,1
8953,6536,1
5246,2452,4
4621,303,1
303,5246,3
303,4621,1
21,6644,1
1256,5091,1
6669,6391,2
7722,2452,1
6644,1367,2
1156,6636,2
303,7738,1
7739,7740,1
2853,7762,1
471,5091,1
381,7806,1
3132,7806,1
21,7811,1
21,7786,1
2452,2475,1
7873,2723,3
14518,2723,1
13100,2723,1
7923,2452,1
4621,2452,3
4621,3583,1
1003,21,1
7923,21,1
7909,587,1
7909,6648,1
6644,21,2
2452,97,2
18246,5143,1
381,7999,1
12280,7999,1
84,2522,1
21,8013,1
8017,525,2
7980,525,1
13901,525,1
7980,16218,1
2742,847,1
8074,97,1
525,8065,1
33714,8065,1
8098,26,1
4621,8158,2
3070,8195,1
8221,8191,1
7720,8268,1
75,8268,1
471,8268,1
21,8244,1
8273,4621,1
21,7720,2
474,5249,1
471,8214,1
8381,8191,2
8386,8395,1
21,8482,1
7746,8344,2
2452,5263,1
4621,3070,1
7960,381,2
7960,5316,1
1156,8488,1
2723,8488,1
8609,2452,1
2452,151,1
2576,8285,1
1077,2723,1
587,2723,1
8041,2723,1
3466,8762,1
21,8800,1
8798,471,1
836,7712,2
587,7712,1
118,8540,2
6465,609,1
21,8938,1
8953,3466,2
471,9015,1
21,9052,1
21,9106,1
723,9227,2
5279,9227,1
471,9219,1
9274,9287,1
9306,536,1
9296,173,2
173,8285,1
3314,8953,2
173,9322,1
9410,8041,2
9114,8041,1
9385,173,1
471,9461,2
9457,97,1
8152,173,1
182,9492,2
69362,9492,1
471,9488,1
9544,173,1
173,7702,1
21,9510,1
9445,182,1
9497,182,1
1367,9035,1
182,8878,1
9227,2452,1
8041,378,1
378,8041,4
9576,924,1
9495,2576,3
9003,8878,1
9684,2452,1
3457,9693,1
14518,3457,1
9689,9662,1
9684,9448,2
8878,9724,1
1367,9724,1
10171,1367,1
182,9771,1
8878,8152,1
75,478,1
9801,8657,1
4676,75,1
75,8729,2
75,8878,1
6550,75,1
9793,75,1
9724,9085,1
201,9958,1
9941,9946,1
9947,178,1
9534,9988,2
9123,9960,1
8152,9960,1
7720,10001,1
381,10001,1
10036,8878,3
5316,9988,1
2452,8338,2
21,8338,2
21,9698,1
8878,8275,3
5303,10085,1
1133,178,1
3151,9698,1
847,10114,1
21,10131,1
5303,10131,2
21,10127,1
8878,9637,1
9637,8878,2
9974,9766,2
9966,7720,1
964,10201,2
7720,3151,1
9966,8953,1
3151,8953,1
10307,6514,1
10305,6514,1
10019,10327,1
5177,10322,1
9225,9943,1
7980,9943,3
471,10314,1
9956,10335,1
41,10344,1
5091,2643,1
7980,8013,1
381,9202,1
7980,8152,3
5043,5091,2
471,9793,1
9420,2728,1
9420,10187,1
609,9225,1
947,10327,2
3328,9420,1
947,10127,1
10655,10627,1
10463,10506,1
10094,8752,1
10701,21,1
10717,9420,1
843,3436,1
7980,989,2
924,989,1
8878,989,1
10522,9420,1
1359,10846,1
1406,8878,1
10815,10865,1
9420,9218,1
10512,9420,4
10882,5091,1
9123,5091,1
91700,9323,1
18843,9061,1
7848,10879,1
8960,10879,1
58388,10879,1
836,10949,3
10994,381,2
24696,381,1
7980,11029,2
10907,684,1
61445,684,1
71680,684,1
843,947,1
836,5091,2
8013,5091,1
8013,11077,1
8013,9814,1
947,11146,1
5177,9793,1
12203,11142,1
10587,12206,1
8479,11094,1
83791,11094,1
7980,12250,1
1279,12250,3
8152,9420,1
11141,26,1
9420,6554,1
10210,10189,3
11021,12351,2
7980,3465,1
10979,843,1
836,12457,1
7980,10517,1
7848,10512,1
836,12516,1
8987,8013,1
836,12536,4
12533,10936,1
9793,10936,1
0,1406,1
23664,1406,1
924,1406,1
10094,1406,1
12350,12580,1
60710,12580,1
9123,11097,2
10181,12527,2
12301,12665,1
7980,5027,2
836,5211,4
7980,12723,1
7848,12723,1
12732,11097,2
11097,12732,1
924,10620,1
381,12827,1
0,10345,1
836,12844,2
836,12858,1
10816,12858,1
9420,12867,1
12867,12876,1
97,5091,2
5091,10936,3
5177,10810,1
5177,8650,2
5091,97,1
0,10171,1
10345,12328,1
9296,NULL,1
836,12996,1
5055,12996,1
381,NULL,4
3151,13023,1
10517,13057,1
21,13067,1
32215,12215,1
12909,97,2
13056,12384,1
12909,8088,1
13011,9420,1
471,3151,8
13132,201,5
13173,201,1
471,11097,3
5177,5103,1
471,13182,1
471,12909,2
13168,13027,1
13155,10904,1
13155,13213,1
2452,13155,1
0,13155,2
12473,13155,1
12876,12867,3
2452,13309,1
7848,13309,1
12363,13341,1
8338,12876,1
12876,5177,1
12876,13285,1
13480,7848,6
7738,13481,1
13481,7738,5
12952,13521,1
924,13521,1
13521,13529,1
13413,8463,1
13562,13413,2
13413,13574,2
836,13596,1
13606,924,2
5177,13348,2
3044,13413,2
9420,13413,1
49032,13625,1
47772,13625,2
381,3044,2
13413,13348,3
13285,13348,1
13413,12798,1
10620,13496,1
619,13496,1
13285,12473,5
7848,12384,1
13413,12473,2
13767,12473,5
13754,5303,1
11097,9131,1
3151,12611,1
8820,13818,3
24215,12533,1
7848,12898,1
10517,2723,2
15361,13155,1
5177,5091,1
13915,13296,1
10814,12603,1
11097,843,4
10683,10620,1
2723,12275,1
2723,8751,1
381,10683,1
9123,14030,1
13285,14044,1
101580,14059,1
13481,10663,1
14053,836,2
13413,6403,1
13285,6403,1
10522,12473,1
11110,12473,1
14109,1223,1
13123,843,1
0,843,1
14688,843,1
12473,8820,4
12473,13680,1
12776,12473,2
11097,12867,4
0,14167,1
11097,14167,2
13498,8842,1
11097,201,1
13578,14177,1
9768,2576,1
10814,14267,1
471,14267,1
6550,7923,1
9123,12473,1
8552,9123,1
8041,12473,1
14391,8041,2
13285,14392,1
0,14411,1
12473,14411,1
5280,5091,1
14434,11097,2
11097,14427,1
12473,14445,2
1077,10094,1
8820,924,3
14340,10094,1
21,3169,1
13727,906,2
11097,906,1
12473,14596,1
13736,843,1
8714,8820,1
28175,836,16
60240,836,1
13285,14694,1
3314,13413,3
836,14586,3
3470,14586,1
0,14566,1
6550,14566,1
14716,11097,1
3151,14714,1
11097,14714,1
11097,14729,1
381,14740,1
1426,14636,1
30754,14636,1
44308,14636,1
21,14758,1
14779,3024,3
58928,3024,1
12473,14681,1
14779,14800,2
5279,8013,1
30781,8013,1
10894,3151,1
13578,14812,1
14604,9420,2
381,10915,1
11097,14900,1
8820,1301,1
11136,14989,1
14999,15002,1
13145,10620,1
14946,108,2
14989,14994,3
924,97,1
15024,14047,1
13285,13562,1
13285,3466,1
21,15115,1
14994,15083,1
515,10517,1
15140,5303,2
8820,15157,1
14588,15157,1
15157,8820,1
843,15182,1
15189,15182,1
13285,15182,1
13953,15099,2
13625,12473,1
9420,14946,2
14946,9420,1
14779,15128,1
15196,8878,1
471,12265,1
905,12265,1
11097,8820,3
947,15258,1
11097,15258,1
21,15258,1
15192,2573,1
14715,NULL,1
381,15281,1
15303,2573,4
15325,108,1
11044,14994,1
8878,15115,1
11097,15115,1
15368,5091,1
15398,10975,1
676,15412,1
9637,15373,1
39294,8820,1
837,9420,1
15527,8999,3
13406,15533,1
381,3314,3
381,15595,3
15609,12575,4
3361,15617,2
15617,15620,1
11097,8752,1
1244,837,1
15695,15543,2
381,15735,3
108,9472,2
381,15768,1
13392,14913,1
8878,4724,1
15215,8478,1
4825,8478,1
381,1093,1
6529,11097,1
381,3167,2
34099,15847,1
836,6550,1
381,15879,2
9197,381,2
836,14684,3
471,5211,3
15202,5211,1
15927,13413,5
14519,8820,1
75,924,3
11097,15980,1
0,15980,1
10884,10240,1
15927,10384,1
11097,16024,2
836,16032,1
381,13291,2
15202,13291,1
1066,13291,1
21,15906,1
16189,381,1
3151,15202,5
11097,5043,1
9966,5043,1
0,16235,1
15361,16235,1
16284,16251,3
7738,16251,1
16260,15412,1
1077,16312,1
14688,10024,2
16337,13061,1
381,16337,1
8752,16353,1
12515,14535,1
14372,16380,1
6550,14698,1
6550,14091,1
11097,16096,1
381,15361,2
8113,10345,2
10345,8113,3
5144,5041,3
5041,16024,1
13901,836,4
8820,12377,1
14904,16612,1
15361,16612,1
947,16612,1
12632,16612,1
47940,16612,1
75,16646,1
16646,381,4
11097,381,1
471,16664,1
16096,9420,2
8820,9420,2
381,16665,1
45799,16665,1
676,16693,1
11097,16680,1
381,16712,4
5144,16712,2
16740,13891,3
381,13891,1
12527,381,1
13727,16829,1
16538,12206,1
471,12206,1
16744,381,4
14586,16969,1
381,16971,2
16943,3439,1
12377,16870,1
676,847,1
13686,16928,2
924,16992,1
16971,14313,1
17047,14779,2
381,14393,1
11097,14898,1
14463,14898,1
14313,924,2
17101,964,2
381,10275,1
12443,14313,2
13417,381,1
12876,16284,2
14904,17248,1
17177,2504,1
13417,847,1
30507,3044,1
17302,10135,1
12241,17305,1
6550,17305,1
676,17305,2
21,17330,1
13417,9123,1
11097,836,3
17360,836,2
0,17385,1
13023,3044,1
381,17415,1
471,17423,1
836,17444,2
14904,17486,1
17269,17486,1
8960,13413,1
381,17520,1
17305,NULL,1
5177,15501,1
15828,16735,1
836,9774,2
381,9774,1
471,13291,2
11121,17619,3
17670,17208,2
16964,843,2
381,17702,1
471,17702,1
17800,17702,1
17461,10879,2
0,10879,1
15361,17784,3
65840,17784,1
10879,12515,1
17795,12515,1
471,17699,3
16284,17699,1
17815,12515,3
13686,12515,5
11097,17877,1
20445,17877,1
11097,14909,2
11097,17888,1
21,17888,1
16928,15527,1
17908,16284,1
15361,381,1
18001,8820,1
8820,18001,1
52284,18001,1
836,9814,3
0,17696,1
18035,12515,1
16284,18102,1
17116,5043,1
13727,18139,1
17397,17484,1
471,13417,2
16284,13417,1
6478,13417,1
13417,15202,2
676,18184,1
14913,18098,4
54924,18098,1
17696,18195,1
14779,18195,1
434,17886,1
12527,18207,1
17208,18207,1
8878,18207,1
11097,18221,1
0,18240,1
376,18240,2
15141,676,2
3591,676,1
381,17971,1
471,17971,1
18271,17696,1
471,18295,3
18221,14904,1
16284,18321,1
12867,14913,3
8479,13417,1
8820,18077,1
18098,17290,3
836,14913,1
676,18098,1
13736,381,3
13417,18417,2
8816,6478,1
6514,15527,1
381,12866,2
471,12866,1
15527,6514,2
381,18452,1
8465,18477,1
18458,14904,2
11097,18098,1
26,17696,1
17116,8752,1
18139,17646,2
6478,18679,1
6478,18680,1
21,18139,1
676,18778,2
18802,18778,1
9420,18778,2
10108,836,2
75,14852,1
18865,9253,1
6478,5290,1
7848,16855,1
16853,16855,1
14913,17959,1
14153,13213,1
381,18992,1
18843,13213,2
17959,6403,1
1426,6403,1
18787,18968,1
18787,18893,1
0,18843,1
381,3024,2
16220,19051,1
11097,19132,1
676,19132,1
1301,10512,1
24162,10512,1
676,18713,1
19051,17937,1
19147,19170,1
16853,471,2
19113,471,1
92049,471,1
18843,18787,2
471,18787,4
19241,15527,1
381,19278,1
836,19067,5
14904,381,2
17937,8517,1
19172,16117,1
836,20321,2
8820,14578,3
27255,14578,2
27973,14578,1
30569,14578,1
71246,14578,1
18787,471,1
13955,471,1
5177,3230,1
6478,3230,1
5200,3230,1
2647,3230,1
12241,17636,1
16971,17309,1
20504,20487,1
11097,20517,1
21,20517,1
25157,20517,1
16853,19260,1
6478,20565,1
15527,20565,1
16145,20582,1
836,20616,1
10423,5091,1
11097,20646,1
20655,381,1
16756,17509,1
20590,12492,2
381,12809,1
44161,12515,1
9420,17696,1
19212,19161,1
49868,20719,1
20475,14904,1
9322,17116,1
20766,12515,3
8752,9420,2
381,3507,2
836,12241,1
20952,16712,1
18843,20951,1
13686,20951,1
15202,3151,2
13450,18540,2
11097,21024,2
20585,6478,1
13450,6478,1
21079,14904,4
12237,21075,1
11097,21090,1
17484,14904,1
32042,14904,1
88741,14904,1
21075,20982,1
11097,18919,1
21,381,5
21145,20759,1
21024,4933,1
20585,21024,9
15064,14904,1
14904,21251,1
6550,21251,1
381,18047,1
0,2647,1
676,21272,1
8646,13413,1
13727,7702,2
471,12947,2
13686,12947,1
23199,381,1
471,21377,1
21337,14904,1
14904,18843,2
21433,20867,1
381,21481,1
21478,14904,1
836,14904,14
676,21024,7
21430,381,2
16928,17531,1
21024,19147,1
18013,21567,2
21573,381,1
16853,21024,1
8285,12515,1
19161,12515,1
836,21676,2
21642,15361,1
18416,20594,1
843,NULL,1
18544,NULL,1
